0 0
1 0
2 0.017
3 0.056
4 0.106
5 0.177
6 0.278
7 0.337
8 0.483
9 0.568
10 0.674
11 0.776
12 0.836
13 0.896
14 0.993
15 1.038
16 1.15
17 1.168
18 1.23
19 1.259
20 1.358
21 1.429
22 1.451
23 1.473
24 1.523
25 1.606
26 1.645
27 1.712
28 1.73
29 1.747
30 1.872
31 1.886
32 1.944
33 1.98
34 2.037
35 2.086
36 2.061
37 2.128
38 2.136
39 2.149
40 2.187
41 2.163
42 2.192
43 2.261
44 2.257
45 2.256
46 2.334
47 2.332
48 2.325
49 2.424
50 2.37
100 2.605
150 2.793
200 2.898
250 2.937
300 2.949
350 2.976
400 3.019
450 3.047
500 3.06
550 3.038
600 3.098
650 3.05
700 3.072
750 3.11
800 3.021
850 3.067
900 3.055
950 2.989
1000 3.106
1050 3.027
1100 3.066
1150 3.032
1200 3.035
1250 3.126
1300 3.06
1350 3.072
1400 3.04
1450 3.075
1500 3.032
1550 3.112
1600 3.09
1650 3.109
1700 3.061
1750 3.059
1800 3.045
1850 3.056
1900 3.014
1950 3.008
2000 3.082
2050 3.123
2100 3.087
2150 3.055
2200 3.037
2250 3.053
2300 3.071
2350 3.105
2400 3.079
2450 3.073
2500 3.087
