0 0
1 0
2 0.025
3 0.067
4 0.111
5 0.195
6 0.266
7 0.368
8 0.467
9 0.558
10 0.653
11 0.75
12 0.857
13 0.927
14 0.999
15 1.068
16 1.116
17 1.187
18 1.239
19 1.297
20 1.326
21 1.381
22 1.42
23 1.51
24 1.588
25 1.601
26 1.641
27 1.734
28 1.769
29 1.815
30 1.844
31 1.899
32 1.996
33 2.033
34 2.079
35 2.168
36 2.188
37 2.23
38 2.293
39 2.347
40 2.386
41 2.394
42 2.448
43 2.512
44 2.547
45 2.621
46 2.63
47 2.715
48 2.698
49 2.726
50 2.841
100 3.759
150 4.503
200 5.118
250 5.667
300 6.152
350 6.624
400 6.988
450 7.393
500 7.886
550 8.236
600 8.452
650 8.672
700 9.098
750 9.407
800 9.532
850 9.857
900 10.248
950 10.481
1000 10.691
1050 10.962
1100 11.251
1150 11.441
1200 11.716
1250 12.019
1300 12.159
1350 12.363
1400 12.545
1450 12.766
1500 13.054
1550 13.246
1600 13.565
1650 13.567
1700 13.878
1750 14.021
1800 14.035
1850 14.394
1900 14.595
1950 14.785
2000 14.872
2050 15.041
2100 15.297
2150 15.533
2200 15.671
2250 15.629
2300 16.058
2350 15.973
2400 16.275
2450 16.55
2500 16.712
