0 0
1 0
2 0.024
3 0.049
4 0.107
5 0.176
6 0.284
7 0.398
8 0.478
9 0.562
10 0.633
11 0.737
12 0.811
13 0.94
14 0.98
15 1.037
16 1.138
17 1.182
18 1.214
19 1.268
20 1.342
21 1.381
22 1.444
23 1.494
24 1.543
25 1.587
26 1.639
27 1.679
28 1.743
29 1.826
30 1.845
31 1.917
32 1.927
33 2.006
34 2.051
35 2.084
36 2.084
37 2.097
38 2.166
39 2.174
40 2.216
41 2.238
42 2.29
43 2.28
44 2.328
45 2.365
46 2.38
47 2.419
48 2.416
49 2.457
50 2.453
100 2.87
150 3.077
200 3.228
250 3.315
300 3.295
350 3.461
400 3.509
450 3.509
500 3.537
550 3.628
600 3.619
650 3.615
700 3.659
750 3.633
800 3.66
850 3.6
900 3.668
950 3.631
1000 3.624
1050 3.658
1100 3.693
1150 3.686
1200 3.638
1250 3.673
1300 3.595
1350 3.637
1400 3.667
1450 3.645
1500 3.63
1550 3.666
1600 3.695
1650 3.629
1700 3.623
1750 3.66
1800 3.7
1850 3.667
1900 3.67
1950 3.676
2000 3.616
2050 3.615
2100 3.687
2150 3.674
2200 3.582
2250 3.674
2300 3.678
2350 3.65
2400 3.649
2450 3.641
2500 3.71
