0 0
1 0
2 0.019
3 0.061
4 0.107
5 0.178
6 0.278
7 0.364
8 0.513
9 0.552
10 0.696
11 0.742
12 0.863
13 0.915
14 1.019
15 1.058
16 1.113
17 1.165
18 1.229
19 1.309
20 1.311
21 1.375
22 1.459
23 1.501
24 1.544
25 1.598
26 1.626
27 1.694
28 1.774
29 1.759
30 1.893
31 1.915
32 1.965
33 1.999
34 1.999
35 2.09
36 2.143
37 2.139
38 2.191
39 2.219
40 2.261
41 2.254
42 2.269
43 2.322
44 2.322
45 2.397
46 2.405
47 2.44
48 2.462
49 2.512
50 2.536
100 3.008
150 3.359
200 3.603
250 3.728
300 3.85
350 3.984
400 4.065
450 4.14
500 4.259
550 4.284
600 4.252
650 4.353
700 4.36
750 4.435
800 4.418
850 4.459
900 4.433
950 4.391
1000 4.545
1050 4.468
1100 4.484
1150 4.468
1200 4.457
1250 4.547
1300 4.466
1350 4.529
1400 4.554
1450 4.576
1500 4.525
1550 4.54
1600 4.517
1650 4.514
1700 4.544
1750 4.541
1800 4.631
1850 4.594
1900 4.65
1950 4.487
2000 4.563
2050 4.562
2100 4.65
2150 4.466
2200 4.605
2250 4.566
2300 4.607
2350 4.593
2400 4.66
2450 4.6
2500 4.554
