0 0
1 49
2 48
3 47
4 46
5 45
6 44
7 43.05
8 42.15
9 41.3
10 40.65
11 40.05
12 39.4
13 38.45
14 38.75
15 38.2
16 37.7
17 38.55
18 38.85
19 39.4
20 41.2
21 42.75
22 45
23 46.05
24 47.9
25 49.1
26 52.5
27 53.3
28 55.45
29 57.2
30 58.9
31 59.6
32 61.1
33 62
34 62.6
35 62.25
36 61.95
37 61.85
38 61.5
39 60.9
40 59.8
41 58.95
42 58.2
43 57.3
44 56.2
45 55.2
46 54.35
47 53.25
48 52.55
49 51.75
50 51.1
100 51.6
150 51.1
200 50.9
250 51.15
300 51.45
350 51.05
400 51.05
450 51.55
500 51.1
550 50.9
600 51.15
650 50.85
700 50.55
750 51.4
800 51.15
850 51.3
900 50.95
950 51.4
1000 51
1050 51.6
1100 51.9
1150 51.05
1200 51.45
1250 51.3
1300 51.5
1350 51.05
1400 51.4
1450 51.3
1500 50.8
1550 51.35
1600 51.3
1650 51.05
1700 51.05
1750 51.1
1800 51.1
1850 51.2
1900 51.05
1950 50.85
2000 51.2
2050 51.5
2100 51.25
2150 51
2200 51.2
2250 51.1
2300 51.25
2350 51.25
2400 51.3
2450 51.1
2500 51
