0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0.001
8 0.001
9 0.002
10 0
11 0.001
12 0.004
13 0.005
14 0.005
15 0.01
16 0.007
17 0.016
18 0.02
19 0.027
20 0.023
21 0.038
22 0.04
23 0.051
24 0.068
25 0.064
26 0.092
27 0.093
28 0.134
29 0.129
30 0.16
31 0.184
32 0.217
33 0.216
34 0.265
35 0.286
36 0.322
37 0.343
38 0.374
39 0.4
40 0.428
41 0.475
42 0.493
43 0.513
44 0.551
45 0.597
46 0.641
47 0.703
48 0.711
49 0.762
50 0.783
51 0.802
52 0.81
53 0.876
54 0.868
55 0.875
56 0.902
57 0.918
58 0.944
59 0.946
60 0.968
61 0.976
62 0.97
63 0.979
64 0.985
65 0.991
66 0.993
67 0.993
68 0.997
69 0.998
70 0.996
71 0.998
72 1
73 1.001
74 1.004
75 1.002
76 0.999
77 1.002
78 1.001
79 1.001
80 1.005
81 1.005
82 1.002
83 1.01
84 1.004
85 1.007
86 1.007
87 1.005
88 1.008
89 1.011
90 1.009
91 1.011
92 1.016
93 1.025
94 1.023
95 1.018
96 1.029
97 1.031
98 1.029
99 1.024
100 1.037
200 1.063
300 1.063
400 1.051
500 1.05
600 1.067
700 1.055
800 1.057
900 1.075
1000 1.049
1100 1.06
1200 1.059
1300 1.066
1400 1.057
1500 1.072
1600 1.07
1700 1.061
1800 1.051
1900 1.065
2000 1.081
2100 1.071
2200 1.072
2300 1.066
2400 1.063
2500 1.063
2600 1.064
2700 1.066
2800 1.055
2900 1.064
3000 1.054
3100 1.069
3200 1.065
3300 1.054
3400 1.066
3500 1.05
3600 1.059
3700 1.068
3800 1.059
3900 1.069
4000 1.059
4100 1.061
4200 1.057
4300 1.076
4400 1.05
4500 1.05
4600 1.066
4700 1.077
4800 1.087
4900 1.056
5000 1.053
5100 1.059
5200 1.058
5300 1.045
5400 1.065
5500 1.065
5600 1.056
5700 1.061
5800 1.07
5900 1.055
6000 1.057
6100 1.05
6200 1.066
6300 1.052
6400 1.07
6500 1.071
6600 1.055
6700 1.065
6800 1.065
6900 1.06
7000 1.071
7100 1.061
7200 1.054
7300 1.064
7400 1.064
7500 1.071
7600 1.081
7700 1.066
7800 1.056
7900 1.08
8000 1.063
8100 1.074
8200 1.06
8300 1.053
8400 1.053
8500 1.05
8600 1.055
8700 1.055
8800 1.057
8900 1.067
9000 1.066
9100 1.062
9200 1.056
9300 1.063
9400 1.068
9500 1.056
9600 1.054
9700 1.056
9800 1.041
9900 1.051
10000 1.055
