0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0.001
8 0.003
9 0.006
10 0.013
11 0.021
12 0.028
13 0.029
14 0.055
15 0.064
16 0.074
17 0.111
18 0.137
19 0.168
20 0.224
21 0.275
22 0.34
23 0.381
24 0.438
25 0.482
26 0.57
27 0.606
28 0.669
29 0.724
30 0.778
31 0.812
32 0.862
33 0.9
34 0.932
35 0.945
36 0.959
37 0.977
38 0.99
39 0.998
40 0.996
41 0.999
42 1.004
43 1.006
44 1.004
45 1.004
46 1.007
47 1.005
48 1.011
49 1.015
50 1.022
100 1.032
150 1.022
200 1.018
250 1.023
300 1.029
350 1.021
400 1.021
450 1.031
500 1.022
550 1.018
600 1.023
650 1.017
700 1.011
750 1.028
800 1.023
850 1.026
900 1.019
950 1.028
1000 1.02
1050 1.032
1100 1.038
1150 1.021
1200 1.029
1250 1.026
1300 1.03
1350 1.021
1400 1.028
1450 1.026
1500 1.016
1550 1.027
1600 1.026
1650 1.021
1700 1.021
1750 1.022
1800 1.022
1850 1.024
1900 1.021
1950 1.017
2000 1.024
2050 1.03
2100 1.025
2150 1.02
2200 1.024
2250 1.022
2300 1.025
2350 1.025
2400 1.026
2450 1.022
2500 1.02
