0 0
1 0
2 0
3 0.003
4 0.003
5 0.008
6 0.017
7 0.035
8 0.038
9 0.08
10 0.076
11 0.109
12 0.154
13 0.206
14 0.262
15 0.323
16 0.367
17 0.41
18 0.48
19 0.571
20 0.638
21 0.67
22 0.735
23 0.786
24 0.812
25 0.867
26 0.896
27 0.928
28 0.943
29 0.965
30 0.985
31 1.012
32 1.004
33 1.014
34 1.024
35 1.025
36 1.041
37 1.054
38 1.057
39 1.063
40 1.074
41 1.104
42 1.102
43 1.128
44 1.136
45 1.173
46 1.186
47 1.211
48 1.253
49 1.285
50 1.321
100 1.515
150 1.574
200 1.619
250 1.613
300 1.613
350 1.631
400 1.641
450 1.633
500 1.653
550 1.642
600 1.642
650 1.632
700 1.631
750 1.647
800 1.642
850 1.646
900 1.649
950 1.633
1000 1.641
1050 1.652
1100 1.656
1150 1.638
1200 1.665
1250 1.641
1300 1.664
1350 1.655
1400 1.673
1450 1.643
1500 1.661
1550 1.621
1600 1.638
1650 1.649
1700 1.647
1750 1.614
1800 1.635
1850 1.647
1900 1.608
1950 1.634
2000 1.659
2050 1.654
2100 1.644
2150 1.626
2200 1.668
2250 1.638
2300 1.665
2350 1.66
2400 1.674
2450 1.619
2500 1.639
